cat_name; act_name; act_id
miscellaneous;standing, arts and crafts, sand painting, carving, weaving;893
miscellaneous;standing, arts and crafts, sand painting, carving, weaving;893
miscellaneous;standing, arts and crafts, sand painting, carving, weaving;893
miscellaneous;standing, arts and crafts, sand painting, carving, weaving;893
;;-1
;;-1
;;-1
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
;;-1
;;-1
sports;rock climbing;32
sports;rock climbing;32
sports;rock climbing;32
sports;rock climbing;32
sports;rock climbing;32
sports;rock climbing;32
sports;rock climbing;32
sports;rock climbing;32
sports;rock climbing;32
sports;gymnastics, general;328
sports;gymnastics, general;328
;;-1
;;-1
;;-1
sports;basketball, game (Taylor Code 490);782
sports;basketball, game (Taylor Code 490);782
sports;basketball, game (Taylor Code 490);782
;;-1
;;-1
;;-1
;;-1
sports;basketball;917
sports;basketball;917
sports;basketball;917
sports;basketball;917
sports;basketball;917
sports;basketball;917
;;-1
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
lawn and garden;laying crushed rock;37
lawn and garden;laying crushed rock;37
lawn and garden;laying crushed rock;37
lawn and garden;laying crushed rock;37
lawn and garden;laying crushed rock;37
miscellaneous;standing, talking in person;982
miscellaneous;standing, talking in person;982
;;-1
;;-1
;;-1
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;tubing, floating on a river, general;41
water activities;tubing, floating on a river, general;41
water activities;tubing, floating on a river, general;41
water activities;tubing, floating on a river, general;41
water activities;tubing, floating on a river, general;41
water activities;tubing, floating on a river, general;41
water activities;tubing, floating on a river, general;41
;;-1
;;-1
water activities;whitewater rafting, kayaking, or canoeing;688
bicycling;bicycling, mountain;840
bicycling;bicycling, mountain;840
bicycling;bicycling, mountain;840
bicycling;bicycling, racing and road;842
bicycling;bicycling, racing and road;842
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
;;-1
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;842
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;842
bicycling;bicycling, racing and road;842
water activities;water aerobics, water calisthenics;455
water activities;water aerobics, water calisthenics;455
water activities;water aerobics, water calisthenics;455
water activities;water aerobics, water calisthenics;455
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
conditioning exercise;teaching exercise class;44
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
walking;backpacking;940
walking;backpacking;940
;;-1
;;-1
;;-1
walking;backpacking;940
walking;backpacking;940
walking;backpacking;940
walking;backpacking;940
walking;backpacking;940
walking;backpacking;940
walking;backpacking;940
;;-1
walking;hiking;50
walking;backpacking;940
walking;backpacking;940
walking;hiking;50
walking;backpacking;940
walking;backpacking;940
walking;walking, general;944
sports;orienteering;52
;;-1
sports;orienteering;52
;;-1
;;-1
conditioning exercise;video exercise workouts, TV conditioning programs;849
;;-1
miscellaneous;standing, miscellaneous;53
miscellaneous;standing, miscellaneous;53
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
;;-1
;;-1
;;-1
occupation;tailoring;54
occupation;tailoring;54
occupation;tailoring;54
occupation;tailoring;54
occupation;tailoring;54
sports;racquetball;55
sports;racquetball;55
sports;racquetball;55
sports;racquetball;55
sports;racquetball;55
;;-1
;;-1
;;-1
;;-1
walking;walking, for exerceise, with ski poles;56
walking;walking, for exerceise, with ski poles;56
walking;walking, for exerceise, with ski poles;56
walking;walking, for exerceise, with ski poles;56
walking;walking, for exerceise, with ski poles;56
walking;walking, for exerceise, with ski poles;56
walking;walking, for exerceise, with ski poles;56
walking;walking, for exerceise, with ski poles;56
walking;walking, for exerceise, with ski poles;56
walking;walking, for exerceise, with ski poles;56
walking;walking, for exerceise, with ski poles;56
walking;walking, for exerceise, with ski poles;56
;;-1
;;-1
;;-1
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
winter activities;operating snow blower, walking;495
winter activities;operating snow blower, walking;495
;;-1
lawn and garden;digging, spading, filling garden, composting;652
lawn and garden;digging, spading, filling garden, composting;652
lawn and garden;digging, spading, filling garden, composting;652
lawn and garden;digging, spading, filling garden, composting;652
lawn and garden;digging, spading, filling garden, composting;652
lawn and garden;digging, spading, filling garden, composting;652
lawn and garden;digging, spading, filling garden, composting;652
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
conditioning exercise;stretching, mild;711
conditioning exercise;stretching, mild;711
;;-1
;;-1
running;running;61
running;running;61
running;jogging;913
running;jogging;913
;;-1
running;running;61
running;running;61
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
sports;track and field;64
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;track and field;64
sports;track and field;64
;;-1
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;racquetball;67
sports;racquetball;67
;;-1
;;-1
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
;;-1
;;-1
;;-1
;;-1
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
;;-1
;;-1
;;-1
lawn and garden;irrigation channels, opening and closing ports;69
lawn and garden;irrigation channels, opening and closing ports;69
;;-1
lawn and garden;irrigation channels, opening and closing ports;69
lawn and garden;irrigation channels, opening and closing ports;69
lawn and garden;irrigation channels, opening and closing ports;69
lawn and garden;irrigation channels, opening and closing ports;69
lawn and garden;irrigation channels, opening and closing ports;69
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
fishing and hunting;fishing, ice, sitting;70
fishing and hunting;fishing, ice, sitting;70
fishing and hunting;fishing, ice, sitting;70
fishing and hunting;fishing, ice, sitting;70
fishing and hunting;fishing, ice, sitting;70
fishing and hunting;fishing, ice, sitting;70
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
;;-1
;;-1
;;-1
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
;;-1
;;-1
miscellaneous;drawing, writing, painting, standing;689
home activities;playing with children;869
miscellaneous;standing, talking in person;982
home activities;playing with children;869
miscellaneous;standing, talking in person;982
miscellaneous;standing, miscellaneous;53
miscellaneous;drawing, writing, painting, standing;689
miscellaneous;drawing, writing, painting, standing;689
self care;eating, sitting;743
home activities;playing with children;869
volunteer activities;sitting, doing work;72
volunteer activities;sitting, doing work;72
volunteer activities;sitting, doing work;72
miscellaneous;drawing, writing, painting, standing;689
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
volunteer activities;sitting, doing work;72
home activities;playing with children;869
;;-1
;;-1
;;-1
;;-1
;;-1
winter activities;skiing, downhill;960
winter activities;skiing, climbing up;978
winter activities;skiing, climbing up;978
winter activities;skiing, climbing up;978
winter activities;skiing, climbing up;978
;;-1
;;-1
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
;;-1
;;-1
;;-1
;;-1
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;resistance training;847
conditioning exercise;bicycling, stationary;75
;;-1
;;-1
;;-1
lawn and garden;mowing lawn, walk, hand mower (Taylor Code 570);296
lawn and garden;yard work, general;76
lawn and garden;yard work, general;76
lawn and garden;yard work, general;76
lawn and garden;yard work, general;76
lawn and garden;yard work, general;76
walking;walking, general;77
;;-1
;;-1
;;-1
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
transportation;pushing car;972
transportation;pushing car;972
transportation;pushing car;972
transportation;pushing car;972
transportation;pushing car;972
occupation;moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van;79
occupation;moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van;79
occupation;moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van;79
occupation;moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van;79
;;-1
;;-1
bicycling;bicycling, general;80
bicycling;bicycling, general;80
;;-1
;;-1
;;-1
;;-1
;;-1
bicycling;bicycling, general;80
bicycling;bicycling, general;80
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
water activities;paddle boat;81
water activities;paddle boat;81
water activities;paddle boat;81
water activities;paddle boat;81
water activities;paddle boat;81
water activities;paddle boat;81
conditioning exercise;calisthenics;83
conditioning exercise;calisthenics;83
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
home repair;carpentry, finishing or refinishing cabinets or furniture;84
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
home repair;painting inside house,wallpapering, scraping paint;552
home repair;painting inside house,wallpapering, scraping paint;552
home repair;painting inside house,wallpapering, scraping paint;552
home repair;painting inside house,wallpapering, scraping paint;552
home repair;painting inside house,wallpapering, scraping paint;552
home repair;painting inside house,wallpapering, scraping paint;552
home repair;painting inside house,wallpapering, scraping paint;552
home repair;painting inside house,wallpapering, scraping paint;552
home repair;painting inside house,wallpapering, scraping paint;552
home repair;painting inside house,wallpapering, scraping paint;552
home repair;painting inside house,wallpapering, scraping paint;552
sports;croquet;85
sports;croquet;85
sports;croquet;85
sports;croquet;85
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
occupation;using heavy tools;87
occupation;using heavy tools;87
occupation;using heavy tools;87
occupation;using heavy tools;87
occupation;using heavy tools;87
occupation;using heavy tools;87
occupation;using heavy tools;87
occupation;using heavy tools;87
;;-1
inactivity quiet/light;standing quietly, standing in a line;388
walking;walking, general;944
inactivity quiet/light;standing quietly, standing in a line;388
walking;walking, general;944
walking;walking, general;944
inactivity quiet/light;standing quietly, standing in a line;388
inactivity quiet/light;standing quietly, standing in a line;388
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
walking;walking, general;944
music playing;piano, sitting;89
music playing;piano, sitting;89
music playing;piano, sitting;89
music playing;piano, sitting;89
music playing;piano, sitting;89
music playing;piano, sitting;89
music playing;piano, sitting;89
music playing;piano, sitting;89
music playing;piano, sitting;89
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
music playing;piano, sitting;89
music playing;piano, sitting;89
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
religious activities;kneeling in church or at home, praying;90
transportation;motor scooter, motorcycle;91
transportation;motor scooter, motorcycle;91
transportation;motor scooter, motorcycle;91
transportation;motor scooter, motorcycle;91
transportation;motor scooter, motorcycle;91
transportation;motor scooter, motorcycle;91
transportation;motor scooter, motorcycle;91
transportation;motor scooter, motorcycle;91
transportation;motor scooter, motorcycle;91
transportation;motor scooter, motorcycle;91
transportation;motor scooter, motorcycle;91
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
transportation;motor scooter, motorcycle;91
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
;;-1
;;-1
;;-1
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
occupation;carpentry, general;92
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;852
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Nadisodhana;559
conditioning exercise;yoga, Nadisodhana;559
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
conditioning exercise;yoga, Power;93
;;-1
;;-1
;;-1
;;-1
sports;hockey, ice, competitive;97
sports;hockey, ice, competitive;97
sports;hockey, ice, competitive;97
sports;hockey, ice, competitive;97
sports;hockey, ice, competitive;97
sports;hockey, ice, competitive;97
sports;hockey, ice, competitive;97
sports;hockey, ice, competitive;97
sports;hockey, ice, competitive;97
sports;hockey, ice, competitive;97
sports;hockey, ice, competitive;97
sports;hockey, ice, competitive;97
;;-1
;;-1
;;-1
sports;billiards;691
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
occupation;horse racing;99
occupation;horse racing;99
occupation;horse racing;99
;;-1
;;-1
;;-1
;;-1
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;102
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
fishing and hunting;hunting, birds;860
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
occupation;carpentry, general;785
occupation;carpentry, general;785
occupation;carpentry, general;785
occupation;carpentry, general;785
occupation;carpentry, general;785
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
conditioning exercise;home exercise, general;519
occupation;working in scene shop, theater actor, backstage employee;103
occupation;working in scene shop, theater actor, backstage employee;103
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
conditioning exercise;home exercise, general;519
dancing;aerobic, general;855
dancing;aerobic, general;855
dancing;aerobic, general;855
dancing;aerobic, general;855
dancing;aerobic, general;855
dancing;aerobic, general;855
dancing;aerobic, general;855
dancing;aerobic, general;855
dancing;aerobic, general;855
dancing;aerobic, general;855
dancing;aerobic, general;855
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
dancing;Irish step dancing;980
